ID,JOURNAL_ID,YEAR,MONTH,ORIGINAL_SUBMISSIONS,ORIGINAL_SUBMISSION_CONFIRMED,FIRST_REVISED_SUBMISSIONS,FIRST_REVISED_SUBMISSION_CONFIRMED,SECOND_REVISED_SUBMISSIONS,SECOND_REVISED_SUBMISSION_CONFIRMED,OVER_THIRD_REVISED_SUBMISSIONS,OVER_THIRD_REVISED_SUBMISSION_CONFIRMED,CAMERA_READY_SUBMISSION,GALLEY_PROOF_CONFIRMS,ACCEPTED,REJECTED,REVISION_REQUESTS,WITHDRAWNS,PUBLISHED,REVIEW_INVITED,REVIEW_INVITE_ACCEPTED,REVIEW_ASSIGNED,REVIEW_RESULT_SUBMISSIONS
89,1,2016,6,26,18,4,1,0,0,0,0,3,11,4,6,6,0,11,209,35,0,16
90,108,2016,6,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,14,9,1,6
91,125,2016,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1,2016,7,39,45,7,6,0,0,0,0,6,0,6,4,5,0,0,72,24,2,26
93,108,2016,7,1,1,0,0,0,0,0,0,4,4,3,2,0,0,4,0,0,0,3
94,116,2016,7,9,9,0,0,0,0,0,0,2,0,3,1,0,0,0,77,14,21,20
96,125,2016,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,102,2016,7,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,3,4
98,103,2016,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,4
99,115,2016,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
100,95,2016,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1,2016,8,13,24,2,2,1,1,0,0,6,0,7,20,5,0,0,160,36,74,48
102,9,2015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,9,2015,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,9,2015,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,9,2015,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,9,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,9,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,9,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,9,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,9,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,9,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,9,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,39,2015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,39,2015,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,39,2015,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,39,2015,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,39,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,39,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,39,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,39,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,39,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,39,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,39,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,39,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,54,2015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,54,2015,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,54,2015,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,54,2015,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,54,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,54,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,54,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,54,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,54,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,54,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,54,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,54,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,95,2015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,95,2015,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,95,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,95,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,95,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,95,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
144,97,2015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,97,2015,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,97,2015,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,97,2015,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,97,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,97,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,97,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,97,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,97,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,97,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,97,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,97,2016,8,1,1,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,1,1
156,98,2015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,98,2015,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,98,2015,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,98,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,98,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,98,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,98,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,98,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,99,2015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,99,2015,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,99,2015,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,99,2015,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,99,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,99,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,99,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,99,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,99,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,99,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,99,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,102,2015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,102,2015,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,102,2015,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,102,2015,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,102,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,102,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,102,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,102,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,102,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,102,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,102,2016,8,24,26,0,0,0,0,0,0,2,1,19,2,0,0,0,109,76,0,67
186,103,2015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,103,2015,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,103,2015,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,103,2015,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,103,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,103,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,103,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,103,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,103,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,103,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,103,2016,8,4,4,0,0,0,0,0,0,6,0,4,0,1,0,0,17,14,0,14
197,108,2016,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,3
198,111,2015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,111,2015,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,111,2015,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,111,2015,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,111,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,111,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,111,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,111,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,111,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,111,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,111,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,111,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,115,2015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,115,2015,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,115,2015,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,115,2015,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,115,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,115,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,115,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,115,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,115,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,115,2016,8,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
220,116,2015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,116,2015,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,116,2015,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,116,2015,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,116,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,116,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,116,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,116,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,116,2016,8,6,6,0,0,0,0,0,0,2,2,8,2,0,0,2,22,8,16,13
229,117,2015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,117,2015,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,117,2015,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,117,2015,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,117,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,117,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,117,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,117,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,117,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,117,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,117,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,117,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,120,2015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,120,2015,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,120,2015,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,120,2015,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,120,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,120,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,120,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,120,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,120,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,120,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,120,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,120,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,122,2015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,122,2015,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,122,2015,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,122,2015,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,122,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,122,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,122,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,122,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,122,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,122,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,122,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,122,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,125,2015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,125,2015,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,125,2015,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,125,2015,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,125,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,125,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,125,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,125,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,125,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,125,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,126,2015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,126,2015,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,126,2015,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,126,2015,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,126,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,126,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,126,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,126,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,126,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,126,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,126,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,126,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,1,2016,9,10,8,3,2,1,1,0,0,7,0,4,2,7,0,0,426,71,23,51
288,9,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
